,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LU,LV,ME,MK,MT,NI,NL,NO,PL,PT,RO,RS,SE,SI,SK
2030-11-17 06:00:00+00:00,891.3,8073,1400.4,9046.2,4574.5,5942.5,654.1,6772.3,53871.2,4762.2,1134.8,25255.6,11224.9,51318,27373.6,5991.2,2118.3,4905.2,3443.8,30942.9,1569.4,1062.2,1030.7,473.9,1224.2,246.8,771.5,11506,17631,21366.8,4809.8,7774.5,4793.9,16309.3,1783.8,3444.6
2030-11-17 07:00:00+00:00,1115.9,8772.5,1612.9,9367.7,4877.5,6029.4,725.9,7036.7,57422.3,5139.5,1193.9,26765.7,11430.9,53929,29748.3,6642.7,2280.7,5251.1,3549.9,34385.8,1660.9,1119.2,1089.5,525.7,1262.3,273.3,821.7,12391.1,18231.7,22448.3,4804.4,8130.9,5230.4,16898.8,1969.8,3543.9
2030-11-17 08:00:00+00:00,1251.1,9245.2,1800.2,9742.3,5232.3,6308.5,786.5,7327.5,61207.7,5506.2,1267,28309.7,11582.1,56539,32660,7257.5,2510.4,5508.9,3756.2,38260.6,1765.1,1150.3,1161.3,593.8,1361.4,297.8,919.5,13251.1,18841.7,24038,5297.3,8252.3,5564.6,17480.3,2115.3,3684.2
2030-11-17 09:00:00+00:00,1262.3,9455.3,1886.5,10209.6,5394.7,6519.3,813.4,7698.9,64242.2,5772.4,1305.4,31135.8,11710.7,58686,36011.4,7604.5,2619.7,5706.4,3960.1,40781.1,1815.1,1190.7,1192.4,634.9,1436.8,304.3,1020.8,14040,19461.4,25195.4,5770.4,8276.1,5767.4,18081.9,2156.1,3804.4
2030-11-17 10:00:00+00:00,1237.4,9611.8,1892.8,10422.8,5385.4,6540.7,821.9,7870.8,65798.2,5918.7,1310.2,32908.8,11743.5,58866,38190.1,7787.1,2635.6,5792,4250.2,40944.7,1826.1,1220.2,1193.4,646.5,1454.9,306.5,1116.9,14364.9,19741.5,25674.9,5966.8,8217,5802.9,18393.1,2158.7,3835
2030-11-17 11:00:00+00:00,1228.5,9630,1887.1,10595.2,5383.6,6548.1,828.6,7915.5,66583.4,5881.1,1307,33160.6,11735.4,59415,38616.5,7879.9,2678.2,5859.5,4397.2,40037.2,1817.8,1230,1178.7,637.4,1442.6,305.1,1156.1,14375.2,19671,25893.4,6119.7,8142.1,5809.6,18459.3,2171.9,3873.4
2030-11-17 12:00:00+00:00,1223.5,9281.2,1867.7,10606.7,5276.3,6564.8,841.5,7838.3,65626.4,5801.5,1310,32834.6,11736.5,61193,38610.2,7874.5,2662,5843.5,4469.8,38001.3,1804.8,1240.8,1176.8,620.5,1433.9,298.6,1173,14301.8,19511.1,25712.6,6159.6,8123.2,5759.8,18421.6,2136.9,3824.6
2030-11-17 13:00:00+00:00,1230,9087.5,1916.6,10438.6,5177.1,6599.3,835.1,7775.5,63818.8,5725.6,1307.6,32913.5,11781.7,58918,38817.2,7499,2567.4,5679.9,4514.3,35894.5,1782,1200.2,1178.4,616.1,1431.1,296.7,1176.9,14196.4,19408.1,25715.3,5995.7,8035.6,5703.6,18352.2,2074.8,3768.1
2030-11-17 14:00:00+00:00,1211.4,9020.1,1898.1,10302,5092.2,6487.4,821.1,7685.2,62450.4,5712.6,1320.1,31993.5,12007,56937,38807.3,7395.3,2477.4,5580.4,4484.7,35638.4,1780.6,1180.7,1182.3,614.6,1437.8,296.7,1150.9,14114.3,19468.8,25088,5876.4,8032.6,5631.2,18367,2012.2,3707.3
2030-11-17 15:00:00+00:00,1211.5,9146.8,1895.6,10288.9,5119.4,6431.6,840.5,7741.5,62305.9,5754.3,1391,30459.1,12379.1,55641,38787.3,7319.4,2471.5,5624.7,4407.4,35575.3,1854.1,1174.5,1242.5,621.3,1460.9,291.7,1128.6,14080.3,19642.4,25223.5,5792.9,8334.2,5676.1,18701.4,1968.3,3731.9
2030-11-17 16:00:00+00:00,1321.2,9756.2,2016.5,10405.2,5328.5,6609.9,898.7,7841.5,64315.6,6164.6,1415.6,29636.2,12547.8,55726,39575.6,7978.3,2702.6,5899.1,4382,37243.8,1944.5,1173.5,1290.3,682.4,1588.9,308.5,1145,14557.2,20091.2,26543.8,5693.2,9077.6,6100.3,19298,2057.1,3857
2030-11-17 17:00:00+00:00,1468.9,9900.1,2149.5,11021.3,5926.1,7162.1,1030.8,7831.7,68474.8,6627.4,1393,29936.3,12614.6,59508,42922.5,8648.7,3005.3,5975.4,4545,42472,1921.9,1227.8,1275.3,721.7,1658.6,338.3,1240.1,15520.8,20401.6,26800.9,6135.5,9279.2,6380.1,19528.2,2151.5,3897.4
2030-11-17 18:00:00+00:00,1440.3,9565.3,2086.7,11123.3,6137.6,7304.9,1048.1,7771.3,68593.3,6506.8,1362.4,32838.9,12522.8,62521,45656.5,8643.8,2991.3,5886.2,4923.8,43688.2,1873.3,1266.1,1247.7,727.3,1629.5,343.5,1365.6,15291.6,20406.3,26475,6814.5,9200,6362.1,19247.3,2177.2,3866.7
2030-11-17 19:00:00+00:00,1384.8,9095.8,2008.9,10742.6,5975.4,7084,1019.6,7619.4,66408.4,6112.3,1325.2,33819.9,12185,61528,44871.2,8396.7,2966.3,5800.4,4915.5,43576.7,1811.7,1263.2,1218.2,721.4,1587.7,329.9,1333.8,14861.4,20117.4,26081.9,6886.2,9012.2,6279.4,18846.9,2132.5,3835
2030-11-17 20:00:00+00:00,1305.6,8662.2,1916.3,10339.9,5700.6,6765.5,963.5,7380.4,62557.2,5793.9,1276.2,34243.2,11804.1,57539,42586.3,7951.5,2860.2,5601.8,4725.8,40805.6,1734.1,1248.5,1166.8,711.9,1536.1,307.6,1258.3,14270.5,19790,25295.8,6611.5,8598.2,6121.8,18399.6,2030.7,3770.2
2030-11-17 21:00:00+00:00,1159.3,8279.1,1795.2,9972.5,5472.8,6594.5,904.1,7008.2,59981.5,5523.7,1211.3,34008.6,11908.3,54512,40747.5,7324.7,2819.4,5354.3,4539,37710.5,1622.2,1203.3,1092.3,687.4,1492,284.1,1190.6,13684.5,19449.9,23950.3,6223,8002.3,5891.7,17896.5,1899.5,3661.9
2030-11-17 22:00:00+00:00,1010.3,8289.8,1677.9,10020.9,5314.3,6579.9,841.5,6841.6,58459,5244.7,1153.9,32044.5,11712.1,56209,38616.9,6770.2,2629.6,5105.5,4351.5,35064,1523.2,1192.7,1020.4,645.7,1579.7,261.2,1130.5,13163.5,19051.8,22835.5,5884.4,7442.9,5736.6,17370.8,1806.9,3555.4
2030-11-17 23:00:00+00:00,809.5,7780,1523.7,9982.8,5080.3,6460.4,777,6549.8,55079.4,4974.6,1095.3,29737.1,11282.8,57254,36429.6,6174.1,2334.6,4845.6,4159.2,32589.1,1442.2,1180.3,959.5,593.5,1558.9,242.5,1063.7,12547.6,18647,21580.2,5473.4,7087.3,5616.9,16861.6,1720.5,3455
2030-11-18 00:00:00+00:00,693.3,7516.8,1430,9462.8,4454.2,6457.2,724.2,7257,51504.4,4811,1153.8,27543,10720.7,54792,34091.3,5341.7,2185.1,4617.9,3971.1,31010.5,1328.5,1204.5,909.9,582.5,1346.5,228.8,995.9,11679,17769.3,20410.5,4993,6706.3,5419.5,16027.8,1635.8,3449.9
2030-11-18 01:00:00+00:00,621.4,7132.9,1324.2,8988.6,4176,6309,674.5,7105.8,49059,4615.5,1122.8,25548.4,10507.3,52632,32359,5159.2,2057.6,4430.7,3794.3,28243.9,1293.6,1158,886.1,522.5,1217.2,217.5,895.5,11052,17385.3,19282.9,4687.7,6583.8,5035.1,15686.4,1551.7,3300.5
2030-11-18 02:00:00+00:00,591.7,6941.6,1250.5,8643.1,4013.4,6115,643.7,7085.3,47663,4500.4,1107.8,24135.5,10384.7,50578,30607.8,4939.7,1977.7,4194.7,3593.6,26407.2,1275.6,1125.6,870.4,486.9,1110.3,210.9,841.2,10632.1,17121.4,18474.4,4489.1,6520.2,4638.1,15494.1,1496.4,3218.2
2030-11-18 03:00:00+00:00,579,6758.2,1220.4,8433.9,3940.7,5997.4,624.9,7021.2,47168.2,4467.7,1098.8,23278.3,10371.5,47712,28784.7,4844.3,1930.8,4066.4,3444.5,25375.9,1273.5,1112.4,870.6,467.5,1048.6,209,790.5,10408.3,16931.9,18064.6,4382.4,6531.8,4401.7,15389.2,1467.5,3214
2030-11-18 04:00:00+00:00,596.1,6793.4,1225.6,8345.6,3919.2,5837.6,625.1,7010.8,47146.9,4453.9,1106.4,22985.5,10377.1,46349,27389.3,4866.5,1930.9,4071.9,3346.4,24834.5,1296.4,1081,887.7,463.7,1023,211.5,755.5,10293.1,16903.5,17949.7,4321.3,6600.8,4297.9,15395.4,1472,3216.4
2030-11-18 05:00:00+00:00,676,6962.2,1277.5,8393.2,3966.1,5796.1,625.5,6992.2,47016.8,4520.1,1140,23010.2,10563.3,46622,26579.9,4996.2,1962,4164.6,3302.5,25225.1,1369.6,1045.7,927.7,484.5,1045.8,219.5,737.4,10336.8,17021.8,18054.3,4346.5,6709.9,4366.3,15537.8,1484.2,3237.9
2030-11-18 06:00:00+00:00,832.5,7194.4,1357.1,8589.2,4087.3,5784.5,626.8,7226.5,47073.9,4703.8,1188,23347.9,10669.4,47722,26467,5125.8,1996.7,4374.8,3274.1,26100.5,1439.1,1040.9,975.8,553.4,1083.5,229.9,737.2,10547.6,17214.5,18338.5,4338.7,6847.2,4528.2,15894.4,1579.8,3336.8
2030-11-18 07:00:00+00:00,1021,7738.1,1527.4,8752.2,4344.8,5793.3,663.1,7513.6,49024.4,4982.7,1243.6,23900.8,10782.1,48712,27964.1,5554.5,2081.7,4697.3,3324.8,27084.2,1513.9,1074.4,1025.1,645.7,1174.5,249.6,768.9,10998.4,17548.3,18830.7,4248.6,7123.3,4828.7,16337.2,1721.8,3500.2
2030-11-18 08:00:00+00:00,1154.1,8161.1,1711.2,9044.7,4721.8,5925.8,696.6,7945,52558.1,5330.2,1314.6,24485.6,10934.8,51294,29780.1,6067.8,2293.4,5032.8,3438.1,30221,1616.7,1129,1102.9,688,1309.8,274.7,822.2,11647.7,18038.3,20040.2,4574.3,7224,5194.2,16836.5,1885.6,3729.9
2030-11-18 09:00:00+00:00,1180.4,8488,1809.6,9528,4911.5,6115.5,726.1,8473.9,55743.5,5575,1360.1,26707,11102.9,54070,32569.5,6496.2,2462.4,5304.8,3539.3,32845.5,1675.4,1165.6,1142.2,694.3,1417.1,288.1,894.9,12309.9,18539.4,21240.6,4975.8,7193.6,5479.4,17444.1,2000.8,3968.8
2030-11-18 10:00:00+00:00,1171.4,8791.3,1842,9875.5,4955.8,6297.6,756.8,8806.5,58038.1,5721.8,1370,28546.3,11238.6,55286,35453.1,6793.8,2578.8,5439,3772.1,34134.4,1692.1,1204.4,1148.9,682.3,1469.1,292.4,1017.8,12717.1,18815.2,21883,5296.1,7162.9,5592.4,17860.8,2056.4,4085.2
2030-11-18 11:00:00+00:00,1170.5,8846.3,1823.5,10125,4983.9,6335.1,778.7,8912.5,60200.6,5757.4,1372.4,29210.1,11246.8,56347,36892,6940.5,2625.4,5508.7,3985.4,34437.1,1693.8,1236,1139.7,674.1,1490,289.8,1101.4,12936.9,18849.1,21942.9,5549.9,7162.5,5612.2,18080.2,2089.6,4087
2030-11-18 12:00:00+00:00,1171.7,8404.3,1801.6,10219.6,4918.1,6403.1,782,8725.3,59610.1,5695.5,1371.7,29167.2,11188.4,58556,37531.9,6803.7,2550.4,5422.7,4109.5,34257.7,1689.5,1268.2,1137,661.6,1498.9,283.3,1152.9,13133.3,18774.8,21959.9,5689.8,7109.7,5556.7,18103.9,2003.7,3927.2
2030-11-18 13:00:00+00:00,1171.6,8212.5,1776.1,9956.6,4826.1,6256.9,768.7,8671.8,57797.8,5681.4,1373,29656.4,11234,55570,38309.7,6326.5,2404.3,5243.6,4207.2,32398,1683.1,1241.1,1138.3,650.2,1504.8,274.2,1220.4,13155.3,18740.2,22163.6,5457.1,7037.8,5489.2,18038.1,1907,3820.9
2030-11-18 14:00:00+00:00,1163,8095.6,1756.1,9716.1,4756.5,6145.8,763.6,8585.9,56455,5678.9,1395.6,29518.7,11413.8,52777,38484.8,6198.5,2274.5,5171.6,4239,31671.4,1693.3,1231.5,1149.2,658.7,1493.4,276.1,1219.3,13102.5,18901.2,22010.4,5264.3,7107.9,5347,18081.9,1855.3,3748.4
2030-11-18 15:00:00+00:00,1186,8247.6,1792.2,9557.8,4812,6050,786.5,8652.3,56063.6,5724.3,1469.3,28106.1,11752.1,51299,38563.2,6183.8,2237.9,5224.6,4157.4,31577.9,1775.1,1212.6,1206.5,666.5,1504.8,268.4,1168.4,13054.8,19180.5,22022,5122.2,7440.4,5381.6,18482.2,1818.2,3757.9
2030-11-18 16:00:00+00:00,1312.5,8975.3,1982.1,9648.7,5068.2,6196.6,842.6,8838.2,57962.2,6131.4,1507,27484.3,11954.7,51525,39655.8,6702.2,2433.1,5562.8,4124,32735.6,1888.3,1201.6,1272.7,726.7,1622.6,280.1,1170,13510.9,19639,23664.7,5062.5,8220.9,5876.2,19297.2,1887.6,3957.6
2030-11-18 17:00:00+00:00,1485.4,9416.7,2175.7,10375,5741.8,6865.3,967.3,8998.2,63019,6704,1503.2,27826.3,12034.8,55393,43557.7,7339.8,2770.8,5796.6,4248.9,38040,1895.6,1243.5,1276,788.9,1712.6,307.2,1282.8,14714.6,19888.9,24765.1,5573,8522.6,6277.9,19686.8,2054.7,4055.7
2030-11-18 18:00:00+00:00,1494.4,9439.1,2139.3,10789.6,6033.6,7230.2,998.1,9079,64741.8,6617.9,1489.1,30861.9,12090.2,59167,46200.1,7404.3,2818.6,5822.8,4602.1,40188.7,1871.8,1309.4,1262.2,797.1,1703,316.3,1441.5,14812.9,19932.8,24982.1,6211,8455.4,6337.6,19630.8,2138.2,4064.5
2030-11-18 19:00:00+00:00,1456.5,9111.5,2091.8,10638.4,5912.9,7135.4,974.1,9023.3,63417,6316.5,1446.6,32451.9,11924.5,59205,45285.9,7325.2,2849.8,5769.1,4675.7,40969.3,1808.7,1291.5,1233.5,788.9,1679,311.9,1420.3,14543,19951,25140.8,6402.2,8330.1,6318.2,19418,2144.9,4060.9
2030-11-18 20:00:00+00:00,1373.5,8718,2027.9,10354.4,5654,6869.5,942.1,8848.8,60957.5,5976.9,1388.4,33378.7,11598.6,56383,43366.9,7062.7,2814.3,5568.1,4548.7,39721.2,1714.3,1307.4,1176.6,774.2,1633.8,297.9,1335.3,14075.8,19764.5,24467.3,6315.1,7988.3,6256.5,18960.1,2062.6,3999.3
2030-11-18 21:00:00+00:00,1213.8,8440.5,1902.6,10001,5370.6,6719.8,889.7,8450.4,59288.9,5687,1314.6,33357.5,11688.7,53573,41477.8,6545.1,2812.2,5360.7,4393.3,37739.6,1566.1,1289.4,1087.2,741.9,1599.5,275.9,1258.3,13487.5,19511.5,23420.5,6055.3,7425.5,6082.1,18301,1948.4,3838.2
2030-11-18 22:00:00+00:00,1049.5,8473.1,1714,10007,5150.6,6661.9,818.6,8362,58713,5316.5,1246.1,32071.3,11511.6,54505,39077.5,6029.2,2641.8,5121.4,4237.4,35142.2,1437.1,1288.2,1001.3,707.1,1548.1,254.3,1192.3,12873,19099.5,22517.6,5751.7,6916.2,5939.9,17609.8,1855.7,3701
2030-11-18 23:00:00+00:00,845.2,8001,1519.6,9863.3,4806.8,6407.5,749,8042.8,55367.6,5006.3,1183.8,29644.9,11139.6,55122,36256.1,5465,2368.4,4843.5,4013.4,32124.2,1349.4,1261.9,931.6,677.9,1445,231.9,1093.5,12071.1,18570.6,21186,5300.6,6558.9,5705.9,16931.8,1726.4,3562.4
2030-11-19 00:00:00+00:00,669.1,7858.8,1350.3,9402.6,4266.4,6631.6,674.4,7823.9,56085.3,4793.8,1171.5,27762.4,10999,53331,35382.5,5051.4,2137.3,4681,4062.5,30528.2,1305.9,1196.7,894.3,561.6,1370.7,217.8,1008.9,11715.4,18061.1,20854.2,4931.1,6274.9,5380.3,16500.2,1657,3500.3
2030-11-19 01:00:00+00:00,600.8,7520.6,1242.9,8839.4,3947,6524,630.2,7845.4,53665,4613.9,1142.8,25619.8,10771.1,51240,33225.6,4900.4,2000.9,4442.2,3794.6,27715.3,1275.9,1160.3,870.5,502.7,1183.6,207.1,883.4,11126.8,17554.7,19656.4,4666.2,6161.5,4910,16141,1566.6,3336.5
2030-11-19 02:00:00+00:00,573.1,7288.5,1189.2,8455.3,3785.7,6367.6,606,7679.6,52419.1,4518.4,1130.4,24307.2,10700.9,49644,31678.1,4758.8,1923.4,4203.8,3560.8,26120.8,1264.2,1144.5,860.2,462.6,1054.9,202.1,835.1,10773,17249.8,18948,4499.2,6110.5,4529.5,15970.9,1509.2,3237.5
2030-11-19 03:00:00+00:00,562.2,7165.9,1166.2,8292.7,3720.1,6287.6,594.1,7576.3,52709.7,4520.4,1134.2,23719.5,10754.6,47158,29981.8,4693.8,1902.5,4109.4,3417.9,25343.3,1273.2,1117.5,868,443.3,997,202.5,792.3,10591.1,17188.1,18749.6,4433,6227.6,4324.6,15944.1,1489.2,3238.3
2030-11-19 04:00:00+00:00,590.9,7503.9,1190,8342,3743.8,6147.6,597.5,7693.6,54328.5,4583.3,1178.2,23617.7,11123.4,47000,28778.6,4826.1,1948.1,4264,3345.4,25419.8,1352.2,1116,913.9,436.6,990.3,209.7,772.7,10575.8,17301,18960.2,4436.3,6501.9,4304.1,16149,1518.2,3328.2
2030-11-19 05:00:00+00:00,698,8661.3,1307.6,8811.6,3927.2,6370.8,625.9,8226,58593.3,4897.4,1337,24302.2,12042.8,50300,28288.1,5313.6,2112.4,4731.1,3329.2,27519.9,1622.2,1116.7,1056,453.7,1064.5,235.8,763.9,10961.9,17759.6,20078.5,4575.6,7208.3,4522.1,16947.3,1661.7,3546.7
2030-11-19 06:00:00+00:00,932.7,10138,1546.2,9871.2,4479.5,7003.2,708.4,9432.4,68179.5,5706.9,1518.4,27233.1,12670,57487,29661.6,5998.2,2443.3,5633.9,3367.2,34411,1853.8,1148.9,1228.7,509.5,1185.4,274.1,793.3,12237.3,19249.1,23536.6,4928.3,8013,5115.6,18951.8,2069.9,4036.3
2030-11-19 07:00:00+00:00,1162.8,10840,1790.2,10821.5,5014.9,7790.9,798.5,9838.8,75251.6,6506.4,1628.5,32110.3,12821.5,63128,35651.9,6455.6,2720.5,5951,3633.9,42224.8,1988.1,1280.4,1335,589.9,1273.4,309,947.4,14232.1,21145.2,26131.3,5486.5,8402.6,5687.7,20653.5,2280.3,4238.3
2030-11-19 08:00:00+00:00,1193.1,10982.4,1921.8,11099.4,5287,8167.3,855.5,9994.5,77558.1,6738.8,1667.6,34879.6,12786.4,64505,42365.6,6860,2864.8,6004.3,4198.5,48563.8,2047.5,1342,1396.6,628.5,1358.8,328.2,1222.8,15281.4,21588.3,27676.3,6408.3,8480,5867.8,20864.1,2307.5,4352.7
2030-11-19 09:00:00+00:00,1152.4,10965.7,1943.6,11335.8,5330.4,8175.6,867.9,10093.5,77791.4,6773.5,1667.6,36202,12714.1,65098,44209,7003,2868.5,6038.1,4486.1,50707.4,2046.3,1395.1,1391.4,640.3,1395.4,329.6,1346.2,15692.9,21343.5,28316.8,6833.6,8398.6,5876.6,20835.5,2280.8,4393.5
2030-11-19 10:00:00+00:00,1107,11044.1,1899,11422.2,5179.2,8204.4,871.5,10015.4,78593.9,6767.9,1659.6,36827.9,12647.4,64782,44672.6,7135.3,2809.3,6042.8,4582.3,50601,2026.9,1421.8,1382.2,638,1384.4,328.8,1391.2,15715.4,21187.9,28199.3,6927.9,8247.5,5770.2,20838.8,2244.2,4336.2
2030-11-19 11:00:00+00:00,1072.3,10976.8,1877.3,11543.8,5098.2,8238.9,875.3,9987.2,79280.2,6694.6,1634,36808.4,12598.6,65158,44285.8,7215.8,2834.4,6080.5,4598.1,50138.9,1989.2,1436.3,1335.2,629.8,1362.5,330,1386,15719.1,20917.3,28469,7058.7,8187.7,5699.4,20695.8,2257.8,4312.2
2030-11-19 12:00:00+00:00,1061.5,10647.8,1849.5,11301.3,4916.2,7794.7,878.7,10077.9,78179.5,6592.6,1663.5,36773.8,12512.8,65277,44121.9,7199.3,2811.3,6104.9,4606.6,46584.7,2007.1,1455,1362.7,620.9,1337.5,330.2,1381.4,15527.9,20738.6,28486.7,6904.4,8243.8,5603.2,20521.3,2236.1,4309.7
2030-11-19 13:00:00+00:00,1073.8,10590.2,1891.5,11263.7,4926.7,7828.7,870.5,10015.7,77454.7,6584.8,1654.3,36567.7,12486.3,63838,44380.2,6936.6,2736.8,6039.8,4640,46414.5,1993.2,1426.3,1359,613.5,1326.2,331.2,1391.4,15623.5,20668.3,28694.2,6782.6,8187,5502.9,20407.6,2192.2,4320.4
2030-11-19 14:00:00+00:00,1088.2,10629.1,1892,11152.4,4909.9,7796.8,871.3,10024.2,76388.6,6552.3,1664.1,35215.3,12617.4,62646,44583.5,6796.6,2670.2,6036.5,4612.7,48667,1990.7,1410.7,1361.8,611.9,1312.2,330.1,1366,15661.9,20757,28395.7,6947.8,8150.3,5440.9,20472.5,2212.9,4296.3
2030-11-19 15:00:00+00:00,1112.1,10707,1888.4,11115.8,4924.9,7745.1,877,10069.8,75773.8,6499.6,1695.9,34414.4,12875.7,61397,44624.6,6708.4,2649.7,6130.9,4596.8,49526.3,2024.1,1419.9,1404.7,621.5,1343.7,327.4,1352.7,15689.3,20964.2,28558,6905.6,8370.3,5562.9,20846.9,2182.1,4307.7
2030-11-19 16:00:00+00:00,1224.5,11330.2,2030.9,11242,5071.2,7861.4,924.4,10245,76760.4,6804.7,1700.7,34109.4,12959.6,61692,45496.2,7293.8,2881.1,6416.6,4657.4,51173.5,2078.7,1410.1,1422,677.7,1516.3,337.8,1380,16040,21364.6,30178.8,6905,9167.9,6115.8,21327.3,2271.3,4466.2
2030-11-19 17:00:00+00:00,1407.4,11612.6,2198.4,12002.4,5610.6,8283.6,1041.4,10399.5,80742,7306.4,1671.2,34958.1,12935.8,65322,49770.8,7941.7,3240.3,6588.6,4874.5,54973.1,2050.8,1453.7,1402.5,731.2,1634.8,364.8,1528.1,16811.1,21495.8,30862.1,7169.4,9428.6,6584.5,21579.3,2409.2,4570.6
2030-11-19 18:00:00+00:00,1399.2,11291.4,2150.6,12121.3,6022.8,8443.2,1058.3,10190.7,80647.5,7097.1,1632.3,38028.6,12968.2,68611,52212.1,8016.7,3235.3,6495.1,5265.8,54339.8,1990.4,1518.2,1358.4,734.2,1616.1,369.1,1700.9,16383.7,21362.5,30507.5,7589.8,9315.8,6613.5,21235.6,2439.9,4508.1
2030-11-19 19:00:00+00:00,1358.9,10594.1,2093.2,11635.1,5979.4,8179.8,1031.2,10097.3,78649.2,6720.5,1579,39047.4,12808.4,66741,51545,7932.8,3210,6374.4,5265.2,52888.8,1917.9,1479.1,1312.5,721.7,1590.2,356.8,1631.2,15934.8,21167.9,30352,7588,9072,6567.3,20755.5,2414.1,4478.4
2030-11-19 20:00:00+00:00,1301.6,9903.9,2003.8,11034.8,5687.1,7754.9,976.5,9772.7,74144.8,6318.2,1506.4,39065,12281.2,62179,49634.2,7461.9,3085.1,6120.8,5064.7,49166.1,1798.2,1440.2,1236.5,708.6,1538.8,334,1538.5,15223.4,20787.9,29357.6,7281.2,8528.6,6417.1,20084.6,2286.7,4354.5
2030-11-19 21:00:00+00:00,1154.7,9228.5,1897.5,10508.1,5412.5,7493.6,904.2,9198.6,70093.3,5962.8,1407.5,37707.5,12246.6,58704,47083.9,6781.4,3026.7,5854.9,4867.6,44995.6,1620.1,1350.4,1134.4,680.2,1499.6,302.3,1451.1,14401.8,20343.9,27235.5,6924.1,7761.4,6207.5,19238.2,2103.3,4094.9
2030-11-19 22:00:00+00:00,990,9029.5,1747.7,10598.4,5170.2,7342.7,826.9,8640.3,66329.4,5536.6,1308.9,34455.3,11916.7,59146,43862.1,6192.9,2748.9,5547.7,4634.4,39919.7,1470.7,1303.4,1030.6,645.4,1642.9,270.6,1348.8,13493.4,19708.2,25093.9,6535.4,7077.2,6012.4,18240.4,1961.4,3891.2
2030-11-19 23:00:00+00:00,802,8437.3,1552.5,10379.7,4777.7,7027.1,751,8188.7,61261,5122.3,1232.4,31092.7,11386.2,59180,40092.2,5636.4,2394.7,5233.9,4327.7,35946.1,1378.6,1285.7,949.6,619.4,1604.3,243.1,1204.2,12720.7,18838.7,23316.6,5966.7,6686.9,5751.6,17233.6,1829.3,3728.7
2030-11-20 00:00:00+00:00,675.7,8118.7,1427.8,9968.7,3889.7,6698.7,684.3,7974.4,59153.4,4862.9,1216.1,29500.1,11436.5,56324,35662.8,5202.6,2220.5,4958.4,4117.1,34712.3,1331.8,1216.6,903.2,583.3,1332.3,227.2,1069.3,11975.7,18581.7,22777.3,5438.7,6523.5,5379.4,16455.1,1766.7,3654.4
2030-11-20 01:00:00+00:00,605.6,7805.4,1324.5,9485.5,3585.1,6589.1,641.8,7992,57021.2,4689.9,1189.3,27584.8,11223.7,53865,33599.7,5070.3,2091.2,4754.9,3867.4,32126.1,1303.6,1184.3,880.4,527.8,1157.1,216.9,951.4,11420.7,18074.8,21735.8,5117.7,6426.5,4933.5,16101.5,1685.5,3514.7
2030-11-20 02:00:00+00:00,577.1,7588.2,1272.8,9152.8,3430.6,6434.2,618.3,7837.7,55895.3,4597.4,1177.4,26405.8,11156.3,52221,32107,4946.5,2017.7,4552.4,3649.5,30628.5,1292.4,1172,870.5,490.1,1036.4,212.2,905.4,11083.8,17771.4,21100.5,4913,6382.2,4572.8,15933.3,1632.9,3428.6
2030-11-20 03:00:00+00:00,566,7471.1,1250.8,9008.6,3367,6352.6,606.8,7741.2,56097.4,4598.2,1180.4,25871,11204.1,49722,30487.7,4890,1997.7,4470.1,3515.8,29867,1300.4,1142.7,877.6,471.9,982.2,212.5,864.6,10908.4,17709,20891.9,4805.5,6479.3,4378.2,15906.1,1613,3425.8
2030-11-20 04:00:00+00:00,595.4,7768.3,1273.6,9043.7,3388.6,6216.2,609.7,7847.5,57443.5,4656.8,1220.1,25770,11543,49472,29335.9,5012,2040.8,4595.4,3447.6,29874.5,1373.5,1140.8,921.1,465.5,975.8,219.5,845.8,10888.7,17821.3,21028.8,4780.1,6708.9,4358.2,16106.3,1635.8,3497
2030-11-20 05:00:00+00:00,705.3,8802.1,1386.7,9436.8,3561.8,6422.5,636.8,8336.3,61077.6,4955.7,1364.8,26368.8,12392.9,52461,28864.1,5454.5,2196.4,4981.2,3432,31662.7,1623.7,1134.8,1055.7,481.6,1045.2,244.5,837.4,11245.1,18282.2,21920.6,4864.6,7302.1,4564.1,16887.9,1757.6,3675.1
2030-11-20 06:00:00+00:00,946.1,10122.3,1616,10328.2,4084.7,7011.8,715.4,9444.6,69271.9,5726.8,1529.9,28953.3,12973.2,59415,30126.5,6084.6,2509.7,5728.2,3466.4,37557,1838.3,1155.7,1219.4,533.9,1158.4,281.3,864.5,12428.5,19782.2,24719,5149.2,7977.7,5125,18849.3,2106.4,4075.9
2030-11-20 07:00:00+00:00,1182.1,10754.7,1850.5,11131.8,4592.9,7751.6,801.4,9818.8,75347.1,6488.8,1630.6,33271.5,13114.1,64894,35711.1,6525.5,2772.2,5993.1,3713.4,44346.5,1963.1,1276.5,1320.1,609.5,1240.8,314.6,1008.4,14284.2,21685.5,26855.3,5653.9,8305.7,5666.3,20513.8,2288,4243.9
2030-11-20 08:00:00+00:00,1213.2,10886.7,1977,11370.5,4851.6,8107.6,856.1,9962.9,77350.5,6711.2,1666.5,35727.6,13083.2,66059,41971.9,6897,2908.9,6039.4,4235.2,49864.3,2018.3,1332.1,1378.6,645.9,1320.8,333.2,1265.2,15262.9,22127.3,28140,6539.9,8371.4,5837.2,20719.9,2312.9,4339.9
