Variable,Scenario,id,Zone,Pool,WEI+_Int,WEI_AbsInt,WEI+,WEI_Abs,Label
Total,Baseline,1985,ZM,SAPP,0.031579477,1.330178949,0.024166737,1.017942287,
Total,Baseline,1986,ZM,SAPP,0.030054334,1.284124343,0.022999596,0.982698209,
Total,Baseline,1987,ZM,SAPP,0.029470903,1.218215512,0.022553115,0.932260344,
Total,Baseline,1988,ZM,SAPP,0.032015037,1.300111453,0.024500057,0.99493262,
Total,Baseline,1989,ZM,SAPP,0.028685545,1.259629461,0.021952106,0.96395308,
Total,Baseline,1990,ZM,SAPP,0.033924939,1.404842321,0.025961642,1.075079715,
Total,Baseline,1991,ZM,SAPP,0.028999363,1.263486864,0.022192261,0.966905024,
Total,Baseline,1992,ZM,SAPP,0.031177118,1.273948767,0.023858825,0.974911175,
Total,Baseline,1993,ZM,SAPP,0.021594633,0.94848152,0.016525664,0.725841774,
Total,Baseline,1994,ZM,SAPP,0.031070282,1.268937615,0.023777067,0.971076305,
Total,Baseline,1995,ZM,SAPP,0.029888476,1.25465053,0.022872669,0.960142868,
Total,Baseline,1996,ZM,SAPP,0.02008245,0.920070233,0.01536844,0.704099549,
Total,Baseline,1997,ZM,SAPP,0.031263052,1.196048657,0.023924587,0.915296778,
Total,Baseline,1998,ZM,SAPP,0.034059887,1.364960581,0.026064914,1.044559529,
Total,Baseline,1999,ZM,SAPP,0.023556864,0.98306291,0.018027295,0.752305777,
Total,Baseline,2000,ZM,SAPP,0.011343779,0.560177669,0.008681022,0.428685583,
Total,Baseline,2001,ZM,SAPP,0.029773593,1.22847596,0.022784754,0.940112328,
Total,Baseline,2002,ZM,SAPP,0.026406872,1.028936223,0.020208312,0.787411117,
Total,Baseline,2003,ZM,SAPP,0.024537991,1.023361822,0.018778119,0.783145211,
Total,Baseline,2004,ZM,SAPP,0.026288828,1.074188226,0.020117977,0.82204099,
Total,Baseline,2005,ZM,SAPP,0.024639733,1.005918986,0.018855979,0.769796781,
Total,Baseline,2006,ZM,SAPP,0.028929596,1.181305238,0.02213887,0.904014123,
Total,Baseline,2007,ZM,SAPP,0.028488456,1.21197001,0.02180128,0.927480866,
Total,Baseline,2008,ZM,SAPP,0.021097567,0.964252847,0.016145275,0.737911053,
Total,Baseline,2009,ZM,SAPP,0.017741729,0.793692762,0.013577163,0.607387019,
Total,Baseline,2010,ZM,SAPP,0.032208724,1.33929416,0.024648279,1.024917859,
Total,Baseline,2011,ZM,SAPP,0.029773056,1.227807829,0.022784343,0.93960103,
Total,Baseline,2012,ZM,SAPP,0.028244742,1.186555113,0.021614774,0.90803168,
Total,Baseline,2013,ZM,SAPP,0.029934792,1.232552545,0.022908113,0.943232005,
Total,Baseline,2014,ZM,SAPP,0.02423541,1.055973664,0.018546564,0.808101983,
Total,Baseline,2015,ZM,SAPP,0.034898473,1.311425397,0.026706656,1.00359081,
Total,Baseline,2016,ZM,SAPP,0.026007014,1.06122865,0.019902314,0.812123451,
Total,Baseline,2017,ZM,SAPP,0.017972561,0.798710406,0.013753811,0.611226856,
Total,Baseline,2018,ZM,SAPP,0.030518996,1.211779757,0.023355186,0.927335272,
Total,Baseline,1980,ZW,SAPP,0.153302692,5.356772786,0.09397455,3.283701718,
Total,Baseline,1981,ZW,SAPP,0.140183322,4.894533719,0.085932376,3.00034917,
Total,Baseline,1982,ZW,SAPP,0.112889935,3.93268426,0.06920153,2.410735451,
Total,Baseline,1983,ZW,SAPP,0.106199258,3.696816879,0.065100145,2.266148747,
Total,Baseline,1984,ZW,SAPP,0.143390202,5.007387977,0.087898194,3.06952883,
Total,Baseline,1985,ZW,SAPP,0.130405884,4.550034873,0.079938807,2.789171377,
Total,Baseline,1986,ZW,SAPP,0.106327729,3.701403886,0.065178898,2.268960582,
Total,Baseline,1987,ZW,SAPP,0.115362537,4.019829281,0.070717235,2.464155349,
Total,Baseline,1988,ZW,SAPP,0.134412402,4.691184149,0.082394802,2.875695884,
Total,Baseline,1989,ZW,SAPP,0.118454619,4.128784136,0.072612682,2.530944675,
Total,Baseline,1990,ZW,SAPP,0.104358843,3.632011833,0.063971971,2.226423254,
Total,Baseline,1991,ZW,SAPP,0.126423018,4.40964834,0.07749731,2.703114433,
Total,Baseline,1992,ZW,SAPP,0.10335672,3.596554674,0.063357669,2.204688015,
Total,Baseline,1993,ZW,SAPP,0.12821384,4.471900766,0.078595084,2.741275169,
Total,Baseline,1994,ZW,SAPP,0.116063163,4.044522476,0.071146719,2.479292278,
Total,Baseline,1995,ZW,SAPP,0.145230573,5.07250751,0.089026341,3.109447104,
Total,Baseline,1996,ZW,SAPP,0.144587633,5.049189594,0.088632219,3.095153221,
Total,Baseline,1997,ZW,SAPP,0.10436219,3.632128236,0.063974022,2.226494609,
Total,Baseline,1998,ZW,SAPP,0.123714899,4.314207085,0.075837233,2.644608943,
Total,Baseline,1999,ZW,SAPP,0.10221469,3.556100658,0.062657605,2.179889703,
Total,Baseline,2000,ZW,SAPP,0.072350274,2.502617592,0.044350718,1.534104584,
Total,Baseline,2001,ZW,SAPP,0.12063925,4.205803475,0.07395186,2.57815753,
Total,Baseline,2002,ZW,SAPP,0.146893362,5.131121302,0.090045631,3.145377358,
Total,Baseline,2003,ZW,SAPP,0.14733523,5.146684677,0.090316496,3.154917707,
Total,Baseline,2004,ZW,SAPP,0.129889396,4.531585902,0.0796222,2.777862158,
Total,Baseline,2005,ZW,SAPP,0.140439183,4.903115272,0.086089219,3.005609662,
Total,Baseline,2006,ZW,SAPP,0.136505899,4.765037014,0.083678116,2.92096769,
Total,Baseline,2007,ZW,SAPP,0.142305939,4.969369104,0.08723354,3.046223261,
Total,Baseline,2008,ZW,SAPP,0.13287168,4.636162636,0.08145034,2.841967696,
Total,Baseline,2009,ZW,SAPP,0.080647301,2.794912422,0.049436795,1.713281315,
Total,Baseline,2010,ZW,SAPP,0.123198374,4.296047598,0.075520603,2.633477178,
Total,Baseline,2011,ZW,SAPP,0.117930775,4.110310084,0.072291565,2.519620081,
Total,Baseline,2012,ZW,SAPP,0.112807511,3.929653158,0.069151004,2.408877386,
Total,Baseline,2013,ZW,SAPP,0.124238057,4.332577635,0.076157929,2.65587009,
Total,Baseline,2014,ZW,SAPP,0.125835918,4.388376774,0.077137418,2.690074962,
Total,Baseline,2015,ZW,SAPP,0.121555165,4.238078698,0.074513316,2.597942242,
Total,Baseline,2016,ZW,SAPP,0.127571408,4.449847593,0.078201273,2.727756574,
Total,Baseline,2017,ZW,SAPP,0.166162028,5.809560252,0.101857323,3.561260435,
Total,Baseline,2018,ZW,SAPP,0.173709534,6.076239966,0.106483944,3.724735099,
Total,Connected,1980,AO,SAPP,0.003860542,0.612637856,0.003850136,0.610986541,
Total,Connected,1981,AO,SAPP,0.003495078,0.563733485,0.003485658,0.562213988,
Total,Connected,1982,AO,SAPP,0.003347548,0.539057355,0.003338525,0.53760437,
Total,Connected,1983,AO,SAPP,0.002604852,0.383346441,0.002597831,0.382313162,
Total,Connected,1984,AO,SAPP,0.003608226,0.559742218,0.0035985,0.558233479,
Total,Connected,1985,AO,SAPP,0.003689485,0.619519989,0.00367954,0.617850124,
Total,Connected,1986,AO,SAPP,0.002656891,0.497177821,0.00264973,0.495837719,
Total,Connected,1987,AO,SAPP,0.002909835,0.48807233,0.002901992,0.486756771,
Total,Connected,1988,AO,SAPP,0.003582311,0.573889699,0.003572655,0.572342827,
Total,Connected,1989,AO,SAPP,0.004096061,0.680717529,0.004085021,0.678882711,
Total,Connected,1990,AO,SAPP,0.003245311,0.544005434,0.003236563,0.542539112,
Total,Connected,1991,AO,SAPP,0.003207677,0.557614955,0.003199031,0.55611195,
Total,Connected,1992,AO,SAPP,0.002991643,0.510042256,0.002983579,0.508667479,
Total,Connected,1993,AO,SAPP,0.003157392,0.501994695,0.003148881,0.500641609,
Total,Connected,1994,AO,SAPP,0.003607358,0.607112781,0.003597635,0.605476359,
Total,Connected,1995,AO,SAPP,0.003259173,0.551868872,0.003250388,0.550381355,
Total,Connected,1996,AO,SAPP,0.003811751,0.598051983,0.003801477,0.596439983,
Total,Connected,1997,AO,SAPP,0.002454224,0.412234285,0.002447609,0.411123141,
Total,Connected,1998,AO,SAPP,0.002602901,0.443468953,0.002595885,0.442273619,
Total,Connected,1999,AO,SAPP,0.003066378,0.542366951,0.003058112,0.540905046,
Total,Connected,2000,AO,SAPP,0.003015809,0.531767588,0.00300768,0.530334252,
Total,Connected,2001,AO,SAPP,0.002427732,0.371326552,0.002421188,0.370325672,
Total,Connected,2002,AO,SAPP,0.002189819,0.332790097,0.002183916,0.331893089,
Total,Connected,2003,AO,SAPP,0.00262755,0.487322653,0.002620468,0.486009115,
Total,Connected,2004,AO,SAPP,0.002307357,0.3569051,0.002301138,0.355943091,
Total,Connected,2005,AO,SAPP,0.002575077,0.424740897,0.002568136,0.423596043,
Total,Connected,2006,AO,SAPP,0.001985876,0.336494713,0.001980523,0.335587719,
Total,Connected,2007,AO,SAPP,0.002058004,0.35766812,0.002052456,0.356704055,
Total,Connected,2008,AO,SAPP,0.002967475,0.505784836,0.002959476,0.504421535,
Total,Connected,2009,AO,SAPP,0.00277256,0.452084279,0.002765087,0.450865723,
Total,Connected,2010,AO,SAPP,0.003472798,0.588597589,0.003463437,0.587011072,
Total,Connected,2011,AO,SAPP,0.002503006,0.427206794,0.00249626,0.426055293,
Total,Connected,2012,AO,SAPP,0.002549003,0.439512957,0.002542132,0.438328286,
Total,Connected,2013,AO,SAPP,0.002475083,0.406411089,0.002468411,0.405315641,
Total,Connected,2014,AO,SAPP,0.0019242,0.306819865,0.001919013,0.305992857,
Total,Connected,2015,AO,SAPP,0.002300145,0.417826094,0.002293945,0.416699878,
Total,Connected,2016,AO,SAPP,0.002035541,0.394950191,0.002030055,0.393885635,
Total,Connected,2017,AO,SAPP,0.00256246,0.41768039,0.002555553,0.416554567,
Total,Connected,2018,AO,SAPP,0.002797893,0.484678847,0.002790352,0.483372435,
Total,Connected,1980,BF,WAPP,0.038924062,0.055029176,0.036040798,0.050952941,
Total,Connected,1981,BF,WAPP,0.025954724,0.036693655,0.024032152,0.033975607,
Total,Connected,1982,BF,WAPP,0.042398366,0.059941006,0.039257747,0.055500931,
Total,Connected,1983,BF,WAPP,0.022092756,0.031233763,0.020456256,0.028920151,
Total,Connected,1984,BF,WAPP,0.02444173,0.034554647,0.022631232,0.031995043,
Total,Connected,1985,BF,WAPP,0.042483338,0.060061134,0.039336424,0.055612161,
Total,Connected,1986,BF,WAPP,0.048570568,0.068667012,0.044972748,0.063580567,
Total,Connected,1987,BF,WAPP,0.043092108,0.060921789,0.0399001,0.056409064,
Total,Connected,1988,BF,WAPP,0.04257102,0.060185095,0.039417611,0.05572694,
Total,Connected,1989,BF,WAPP,0.051984457,0.073493429,0.048133757,0.068049471,
Total,Connected,1990,BF,WAPP,0.042965505,0.060742803,0.039782875,0.056243336,
Total,Connected,1991,BF,WAPP,0.045964355,0.064982454,0.042559588,0.060168939,
Total,Connected,1992,BF,WAPP,0.025969793,0.036714959,0.024046104,0.033995332,
Total,Connected,1993,BF,WAPP,0.026386496,0.037304077,0.024431941,0.034540812,
Total,Connected,1994,BF,WAPP,0.037039726,0.052365179,0.034296043,0.048486276,
Total,Connected,1995,BF,WAPP,0.027398079,0.038734212,0.025368592,0.035865011,
Total,Connected,1996,BF,WAPP,0.062789856,0.088769661,0.058138756,0.08219413,
Total,Connected,1997,BF,WAPP,0.052208914,0.073810757,0.048341587,0.068343293,
Total,Connected,1998,BF,WAPP,0.033427979,0.047259038,0.030951832,0.043758368,
Total,Connected,1999,BF,WAPP,0.026969242,0.03812794,0.024971521,0.035303648,
Total,Connected,2000,BF,WAPP,0.018258542,0.025813107,0.016906057,0.023901025,
Total,Connected,2001,BF,WAPP,0.016821952,0.023782114,0.015575881,0.022020476,
Total,Connected,2002,BF,WAPP,0.033787078,0.047766718,0.031284332,0.044228443,
Total,Connected,2003,BF,WAPP,0.04333484,0.061264954,0.040124852,0.056726809,
Total,Connected,2004,BF,WAPP,0.036268577,0.05127496,0.033582016,0.047476815,
Total,Connected,2005,BF,WAPP,0.021085616,0.02980991,0.019523719,0.027601768,
Total,Connected,2006,BF,WAPP,0.045545158,0.064389811,0.042171443,0.059620195,
Total,Connected,2007,BF,WAPP,0.024070581,0.034029931,0.022287575,0.031509196,
Total,Connected,2008,BF,WAPP,0.033661955,0.047589823,0.031168477,0.044064651,
Total,Connected,2009,BF,WAPP,0.053500993,0.075637445,0.049537956,0.070034672,
Total,Connected,2010,BF,WAPP,0.051189065,0.072368935,0.047397282,0.067008274,
Total,Connected,2011,BF,WAPP,0.048947489,0.069199887,0.045321749,0.064073969,
Total,Connected,2012,BF,WAPP,0.036073849,0.050999661,0.033401712,0.047221909,
Total,Connected,2013,BF,WAPP,0.032261097,0.045609348,0.029871386,0.042230878,
Total,Connected,2014,BF,WAPP,0.040731135,0.057583942,0.037714014,0.053318464,
Total,Connected,2015,BF,WAPP,0.049626921,0.07016044,0.045950852,0.064963371,
Total,Connected,2016,BF,WAPP,0.027608975,0.039032368,0.025563866,0.036141081,
Total,Connected,2017,BF,WAPP,0.024820817,0.035090584,0.022982238,0.032491282,
Total,Connected,2018,BF,WAPP,0.062301101,0.088078679,0.057686205,0.081554332,
Total,Connected,1980,BI,EAPP,0.000126791,0.351366671,0.000101716,0.281877888,
Total,Connected,1981,BI,EAPP,8.85E-05,0.245298785,7.10E-05,0.196786745,
Total,Connected,1982,BI,EAPP,0.00015363,0.425756194,0.000123247,0.341555607,
Total,Connected,1983,BI,EAPP,0.000118752,0.329083913,9.53E-05,0.264001927,
Total,Connected,1984,BI,EAPP,0.00012979,0.3596777,0.000104122,0.288545268,
Total,Connected,1985,BI,EAPP,0.000118641,0.328775395,9.52E-05,0.263754423,
Total,Connected,1986,BI,EAPP,0.000159991,0.443388763,0.00012835,0.355701033,
Total,Connected,1987,BI,EAPP,0.000150235,0.416347014,0.000120523,0.334007253,
Total,Connected,1988,BI,EAPP,0.000130746,0.362327647,0.000104889,0.290671143,
Total,Connected,1989,BI,EAPP,0.000141814,0.393006296,0.000113768,0.315282563,
Total,Connected,1990,BI,EAPP,0.000141902,0.393250637,0.000113839,0.315478582,
Total,Connected,1991,BI,EAPP,0.00014202,0.393578336,0.000113933,0.315741472,
Total,Connected,1992,BI,EAPP,0.000105285,0.291756281,8.45E-05,0.234056474,
Total,Connected,1993,BI,EAPP,0.000110884,0.307275839,8.90E-05,0.246506774,
Total,Connected,1994,BI,EAPP,9.97E-05,0.276225624,8.00E-05,0.221597271,
Total,Connected,1995,BI,EAPP,8.59E-05,0.238060499,6.89E-05,0.190979953,
Total,Connected,1996,BI,EAPP,0.000238681,0.661501693,0.000191478,0.530678392,
Total,Connected,1997,BI,EAPP,0.000185487,0.514059151,0.000148804,0.41239514,
Total,Connected,1998,BI,EAPP,0.000132058,0.365963393,0.000105941,0.293587858,
Total,Connected,1999,BI,EAPP,9.58E-05,0.265585689,7.69E-05,0.213061566,
Total,Connected,2000,BI,EAPP,8.95E-05,0.247974977,7.18E-05,0.198933674,
Total,Connected,2001,BI,EAPP,0.000121777,0.337467322,9.77E-05,0.270727373,
Total,Connected,2002,BI,EAPP,0.000138143,0.382830364,0.000110823,0.307119096,
Total,Connected,2003,BI,EAPP,0.00018909,0.524045053,0.000151694,0.420406159,
Total,Connected,2004,BI,EAPP,0.000133697,0.370506364,0.000107256,0.297232378,
Total,Connected,2005,BI,EAPP,7.85E-05,0.21751317,6.30E-05,0.174496211,
Total,Connected,2006,BI,EAPP,0.000135561,0.375674261,0.000108752,0.301378235,
Total,Connected,2007,BI,EAPP,9.53E-05,0.26406153,7.64E-05,0.211838835,
Total,Connected,2008,BI,EAPP,0.000124209,0.344207727,9.96E-05,0.276134748,
Total,Connected,2009,BI,EAPP,0.000180134,0.499220277,0.000144509,0.400490908,
Total,Connected,2010,BI,EAPP,0.000253956,0.703838881,0.000203732,0.564642675,
Total,Connected,2011,BI,EAPP,0.000164543,0.45600488,0.000132001,0.365822097,
Total,Connected,2012,BI,EAPP,0.000128652,0.35652482,0.000103209,0.286015924,
Total,Connected,2013,BI,EAPP,0.000164868,0.456907147,0.000132263,0.366545925,
Total,Connected,2014,BI,EAPP,0.000139883,0.387652904,0.000112218,0.310987896,
Total,Connected,2015,BI,EAPP,0.000131542,0.364533793,0.000105527,0.292440985,
Total,Connected,2016,BI,EAPP,0.000112511,0.311784638,9.03E-05,0.250123881,
Total,Connected,2017,BI,EAPP,7.52E-05,0.208487983,6.04E-05,0.16725591,
Total,Connected,2018,BI,EAPP,0.000197435,0.547175687,0.000158389,0.438962314,
Total,Connected,1980,BI,EAPP,0.000126791,0.351366671,0.000101716,0.281877888,
Total,Connected,1981,BI,EAPP,8.85E-05,0.245298785,7.10E-05,0.196786745,
Total,Connected,1982,BI,EAPP,0.00015363,0.425756194,0.000123247,0.341555607,
Total,Connected,1983,BI,EAPP,0.000118752,0.329083913,9.53E-05,0.264001927,
Total,Connected,1984,BI,EAPP,0.00012979,0.3596777,0.000104122,0.288545268,
Total,Connected,1985,BI,EAPP,0.000118641,0.328775395,9.52E-05,0.263754423,
Total,Connected,1986,BI,EAPP,0.000159991,0.443388763,0.00012835,0.355701033,
Total,Connected,1987,BI,EAPP,0.000150235,0.416347014,0.000120523,0.334007253,
Total,Connected,1988,BI,EAPP,0.000130746,0.362327647,0.000104889,0.290671143,
Total,Connected,1989,BI,EAPP,0.000141814,0.393006296,0.000113768,0.315282563,
Total,Connected,1990,BI,EAPP,0.000141902,0.393250637,0.000113839,0.315478582,
Total,Connected,1991,BI,EAPP,0.00014202,0.393578336,0.000113933,0.315741472,
Total,Connected,1992,BI,EAPP,0.000105285,0.291756281,8.45E-05,0.234056474,
Total,Connected,1993,BI,EAPP,0.000110884,0.307275839,8.90E-05,0.246506774,
Total,Connected,1994,BI,EAPP,9.97E-05,0.276225624,8.00E-05,0.221597271,
Total,Connected,1995,BI,EAPP,8.59E-05,0.238060499,6.89E-05,0.190979953,
Total,Connected,1996,BI,EAPP,0.000238681,0.661501693,0.000191478,0.530678392,
Total,Connected,1997,BI,EAPP,0.000185487,0.514059151,0.000148804,0.41239514,
Total,Connected,1998,BI,EAPP,0.000132058,0.365963393,0.000105941,0.293587858,
Total,Connected,1999,BI,EAPP,9.58E-05,0.265585689,7.69E-05,0.213061566,
Total,Connected,2000,BI,EAPP,8.95E-05,0.247974977,7.18E-05,0.198933674,
Total,Connected,2001,BI,EAPP,0.000121777,0.337467322,9.77E-05,0.270727373,
Total,Connected,2002,BI,EAPP,0.000138143,0.382830364,0.000110823,0.307119096,
Total,Connected,2003,BI,EAPP,0.00018909,0.524045053,0.000151694,0.420406159,
Total,Connected,2004,BI,EAPP,0.000133697,0.370506364,0.000107256,0.297232378,
Total,Connected,2005,BI,EAPP,7.85E-05,0.21751317,6.30E-05,0.174496211,
Total,Connected,2006,BI,EAPP,0.000135561,0.375674261,0.000108752,0.301378235,
Total,Connected,2007,BI,EAPP,9.53E-05,0.26406153,7.64E-05,0.211838835,
Total,Connected,2008,BI,EAPP,0.000124209,0.344207727,9.96E-05,0.276134748,
Total,Connected,2009,BI,EAPP,0.000180134,0.499220277,0.000144509,0.400490908,
Total,Connected,2010,BI,EAPP,0.000253956,0.703838881,0.000203732,0.564642675,
Total,Connected,2011,BI,EAPP,0.000164543,0.45600488,0.000132001,0.365822097,
Total,Connected,2012,BI,EAPP,0.000128652,0.35652482,0.000103209,0.286015924,
Total,Connected,2013,BI,EAPP,0.000164868,0.456907147,0.000132263,0.366545925,
Total,Connected,2014,BI,EAPP,0.000139883,0.387652904,0.000112218,0.310987896,
Total,Connected,2015,BI,EAPP,0.000131542,0.364533793,0.000105527,0.292440985,
Total,Connected,2016,BI,EAPP,0.000112511,0.311784638,9.03E-05,0.250123881,
Total,Connected,2017,BI,EAPP,7.52E-05,0.208487983,6.04E-05,0.16725591,
Total,Connected,2018,BI,EAPP,0.000197435,0.547175687,0.000158389,0.438962314,
Total,Connected,1980,BI,EAPP,0.000126791,0.351366671,0.000101716,0.281877888,
Total,Connected,1981,BI,EAPP,8.85E-05,0.245298785,7.10E-05,0.196786745,
Total,Connected,1982,BI,EAPP,0.00015363,0.425756194,0.000123247,0.341555607,
Total,Connected,1983,BI,EAPP,0.000118752,0.329083913,9.53E-05,0.264001927,
Total,Connected,1984,BI,EAPP,0.00012979,0.3596777,0.000104122,0.288545268,
Total,Connected,1985,BI,EAPP,0.000118641,0.328775395,9.52E-05,0.263754423,
Total,Connected,1986,BI,EAPP,0.000159991,0.443388763,0.00012835,0.355701033,
Total,Connected,1987,BI,EAPP,0.000150235,0.416347014,0.000120523,0.334007253,
Total,Connected,1988,BI,EAPP,0.000130746,0.362327647,0.000104889,0.290671143,
Total,Connected,1989,BI,EAPP,0.000141814,0.393006296,0.000113768,0.315282563,
Total,Connected,1990,BI,EAPP,0.000141902,0.393250637,0.000113839,0.315478582,
Total,Connected,1991,BI,EAPP,0.00014202,0.393578336,0.000113933,0.315741472,
Total,Connected,1992,BI,EAPP,0.000105285,0.291756281,8.45E-05,0.234056474,
Total,Connected,1993,BI,EAPP,0.000110884,0.307275839,8.90E-05,0.246506774,
Total,Connected,1994,BI,EAPP,9.97E-05,0.276225624,8.00E-05,0.221597271,
Total,Connected,1995,BI,EAPP,8.59E-05,0.238060499,6.89E-05,0.190979953,
Total,Connected,1996,BI,EAPP,0.000238681,0.661501693,0.000191478,0.530678392,
Total,Connected,1997,BI,EAPP,0.000185487,0.514059151,0.000148804,0.41239514,
Total,Connected,1998,BI,EAPP,0.000132058,0.365963393,0.000105941,0.293587858,
Total,Connected,1999,BI,EAPP,9.58E-05,0.265585689,7.69E-05,0.213061566,
Total,Connected,2000,BI,EAPP,8.95E-05,0.247974977,7.18E-05,0.198933674,
Total,Connected,2001,BI,EAPP,0.000121777,0.337467322,9.77E-05,0.270727373,
Total,Connected,2002,BI,EAPP,0.000138143,0.382830364,0.000110823,0.307119096,
Total,Connected,2003,BI,EAPP,0.00018909,0.524045053,0.000151694,0.420406159,
Total,Connected,2004,BI,EAPP,0.000133697,0.370506364,0.000107256,0.297232378,
Total,Connected,2005,BI,EAPP,7.85E-05,0.21751317,6.30E-05,0.174496211,
Total,Connected,2006,BI,EAPP,0.000135561,0.375674261,0.000108752,0.301378235,
Total,Connected,2007,BI,EAPP,9.53E-05,0.26406153,7.64E-05,0.211838835,
Total,Connected,2008,BI,EAPP,0.000124209,0.344207727,9.96E-05,0.276134748,
Total,Connected,2009,BI,EAPP,0.000180134,0.499220277,0.000144509,0.400490908,
Total,Connected,2010,BI,EAPP,0.000253956,0.703838881,0.000203732,0.564642675,
Total,Connected,2011,BI,EAPP,0.000164543,0.45600488,0.000132001,0.365822097,
Total,Connected,2012,BI,EAPP,0.000128652,0.35652482,0.000103209,0.286015924,
Total,Connected,2013,BI,EAPP,0.000164868,0.456907147,0.000132263,0.366545925,
Total,Connected,2014,BI,EAPP,0.000139883,0.387652904,0.000112218,0.310987896,
Total,Connected,2015,BI,EAPP,0.000131542,0.364533793,0.000105527,0.292440985,
Total,Connected,2016,BI,EAPP,0.000112511,0.311784638,9.03E-05,0.250123881,
Total,Connected,2017,BI,EAPP,7.52E-05,0.208487983,6.04E-05,0.16725591,
Total,Connected,2018,BI,EAPP,0.000197435,0.547175687,0.000158389,0.438962314,
Total,Connected,1980,BJ,WAPP,0.001493723,0.057131317,0.000582999,0.022298316,
Total,Connected,1981,BJ,WAPP,0.001082339,0.041396475,0.000422436,0.016157017,
Total,Connected,1982,BJ,WAPP,0.001636352,0.062586948,0.000638667,0.024427645,
Total,Connected,1983,BJ,WAPP,0.000861195,0.03294355,0.000336124,0.012857846,
Total,Connected,1984,BJ,WAPP,0.00101624,0.038867973,0.000396638,0.015170145,
Total,Connected,1985,BJ,WAPP,0.001442064,0.055155646,0.000562837,0.021527213,
Total,Connected,1986,BJ,WAPP,0.001804873,0.069032544,0.000704441,0.026943357,
Total,Connected,1987,BJ,WAPP,0.001565362,0.059871382,0.00061096,0.023367762,
Total,Connected,1988,BJ,WAPP,0.001428867,0.054650632,0.000557686,0.021330107,
Total,Connected,1989,BJ,WAPP,0.00199765,0.076408043,0.000779681,0.02982201,
Total,Connected,1990,BJ,WAPP,0.00158539,0.060637593,0.000618777,0.023666814,
Total,Connected,1991,BJ,WAPP,0.00176761,0.067607241,0.000689897,0.026387063,
Total,Connected,1992,BJ,WAPP,0.001196481,0.045762215,0.000466986,0.017860963,
Total,Connected,1993,BJ,WAPP,0.001228343,0.046988051,0.000479422,0.018339406,
Total,Connected,1994,BJ,WAPP,0.001484502,0.056778781,0.0005794,0.022160722,
Total,Connected,1995,BJ,WAPP,0.001143792,0.043746786,0.000446421,0.017074343,
Total,Connected,1996,BJ,WAPP,0.002281205,0.087252299,0.000890353,0.034054516,
Total,Connected,1997,BJ,WAPP,0.001869587,0.071507771,0.000729699,0.027909437,
Total,Connected,1998,BJ,WAPP,0.001379741,0.052774603,0.000538512,0.020597894,
Total,Connected,1999,BJ,WAPP,0.001131918,0.043295565,0.000441787,0.016898231,
Total,Connected,2000,BJ,WAPP,0.000807499,0.030883826,0.000315167,0.012053937,
Total,Connected,2001,BJ,WAPP,0.00083908,0.032096004,0.000327492,0.01252705,
Total,Connected,2002,BJ,WAPP,0.001401017,0.053604694,0.000546816,0.020921877,
Total,Connected,2003,BJ,WAPP,0.001520486,0.05816657,0.000593445,0.022702375,
Total,Connected,2004,BJ,WAPP,0.001543109,0.059022493,0.000602274,0.023036441,
Total,Connected,2005,BJ,WAPP,0.000919458,0.035175875,0.000358864,0.013729121,
Total,Connected,2006,BJ,WAPP,0.001716533,0.065668122,0.000669962,0.025630226,
Total,Connected,2007,BJ,WAPP,0.001063411,0.040672869,0.000415049,0.015874594,
Total,Connected,2008,BJ,WAPP,0.001257483,0.048106161,0.000490795,0.018775804,
Total,Connected,2009,BJ,WAPP,0.002053305,0.078544419,0.000801404,0.030655836,
Total,Connected,2010,BJ,WAPP,0.001989017,0.076075811,0.000776312,0.02969234,
Total,Connected,2011,BJ,WAPP,0.001868761,0.071482489,0.000729376,0.027899569,
Total,Connected,2012,BJ,WAPP,0.001567541,0.059960998,0.00061181,0.023402739,
Total,Connected,2013,BJ,WAPP,0.00135361,0.051774683,0.000528313,0.020207626,
Total,Connected,2014,BJ,WAPP,0.00137252,0.052506201,0.000535694,0.020493136,
Total,Connected,2015,BJ,WAPP,0.001950748,0.0746146,0.000761376,0.02912203,
Total,Connected,2016,BJ,WAPP,0.001128955,0.043183556,0.00044063,0.016854514,
Total,Connected,2017,BJ,WAPP,0.001005813,0.038472489,0.000392568,0.015015788,
Total,Connected,2018,BJ,WAPP,0.002317263,0.088645223,0.000904426,0.034598173,
Total,Connected,1980,BW,SAPP,0.000792422,0.000792422,0.000155377,0.000155377,
Total,Connected,1981,BW,SAPP,0.000819933,0.000819933,0.000160771,0.000160771,
Total,Connected,1982,BW,SAPP,0.000650416,0.000650416,0.000127532,0.000127532,
Total,Connected,1983,BW,SAPP,0.000792072,0.000792072,0.000155308,0.000155308,
Total,Connected,1984,BW,SAPP,0.0007224,0.0007224,0.000141647,0.000141647,
Total,Connected,1985,BW,SAPP,0.000654454,0.000654454,0.000128324,0.000128324,
Total,Connected,1986,BW,SAPP,0.000706155,0.000706155,0.000138462,0.000138462,
Total,Connected,1987,BW,SAPP,0.000718695,0.000718695,0.000140921,0.000140921,
Total,Connected,1988,BW,SAPP,0.000656476,0.000656476,0.000128721,0.000128721,
Total,Connected,1989,BW,SAPP,0.000664681,0.000664681,0.00013033,0.00013033,
Total,Connected,1990,BW,SAPP,0.00063653,0.00063653,0.00012481,0.00012481,
